step,train_loss,val_loss,val_ppl,val_top1,gate_mean
100,6.124077320098877,6.248492385611612,517.2324494807426,0.16908745709449033,0.8540188519954681
200,5.932143211364746,5.998591237436207,402.8608582481895,0.1848498735826763,0.8792797231674194
300,5.467820167541504,5.765020667030643,318.9456356273577,0.20167382148190408,0.9081529680490493
400,5.250606536865234,5.565471062235786,261.2482389083907,0.2088972231834719,0.9303662936687469
500,5.264946460723877,5.368022910412049,214.43848422607667,0.22021866611797494,0.9394434063434601
600,5.0265326499938965,5.235678505114173,187.8565247250558,0.227234749643818,0.9437741748094559
700,5.069029331207275,5.135580457646105,169.96294753977668,0.23291339711874498,0.943931116938591
800,5.290584087371826,5.049995382713444,156.02174408763045,0.23868089524041114,0.942221165060997
900,4.830353736877441,4.978201475368886,145.2129775363451,0.24361132674279765,0.945203984618187
1000,4.648148536682129,4.912514603850818,135.9809230017181,0.24875219398746115,0.9436527013778686
1100,4.644996166229248,4.850160541890547,127.76089917597325,0.253612480242422,0.9394984865188598
1200,4.831735610961914,4.788183723750089,120.08306645305288,0.25825921318855355,0.9427636057138443
1300,4.651402473449707,4.74778792821725,115.32888637652114,0.26207355586523384,0.9395936592817307
1400,4.371764183044434,4.698799181560841,109.8152250983726,0.2664256787721776,0.9457172131538392
1500,4.334842681884766,4.6565084687964715,105.26789362450776,0.2689509076795017,0.9361851079463959
1600,4.541503429412842,4.607976762267819,100.28105184020279,0.27359764062563324,0.9399584010839462
1700,4.584007740020752,4.575233764517144,97.05072350094798,0.27496936990862414,0.9399273399114608
1800,4.402989864349365,4.54150845016414,93.83223466895869,0.27929499349987374,0.9376146239042282
1900,4.354956150054932,4.51139483666192,91.04872808484406,0.2809363922896344,0.9406959637403488
2000,4.504724502563477,4.472352013256283,87.56242900076874,0.28471020660113544,0.9404726030826569
2100,4.533132553100586,4.447172962641031,85.38521528162804,0.28702188219963026,0.9362897156476975
2200,4.215767860412598,4.422203212170084,83.27956593439269,0.288948538328922,0.9362245080471039
2300,4.452459335327148,4.391281205136269,80.74380211282393,0.29143635643761906,0.9397061069011688
2400,4.203493595123291,4.367937372179771,78.88076213320146,0.2945118358414156,0.9360457453727722
2500,3.9827182292938232,4.347176957632076,77.26004638644979,0.2954159301415687,0.9406563073396683
